t_partition,short_description,DEVICE_NAME,ATTACHMENT_POINT,PARTITION_SIZE,entry_status,create_date,create_by,update_date,update_by
0,xvda1,xvda,/,0,0,2023-10-01 20:42:49,antares,2023-10-01 20:42:49,antares
