t_state,state_name,country_id,country_code,country_name,region_name,state_code,type,latitude,longitude,entry_status,create_date,create_by,update_date,update_by
1143,Souk Ahras,4,DZ,Algeria,Africa,41,,36.2801062,7.9384033,0,2023-01-01 00:00:00,2309150001,2023-01-01 00:00:00,2309150001
1135,Tamanghasset,4,DZ,Algeria,Africa,11,,22.7902972,5.5193268,0,2023-01-01 00:00:00,2309150001,2023-01-01 00:00:00,2309150001
1117,TÃ©bessa,4,DZ,Algeria,Africa,12,,35.1290691,7.9592863,0,2023-01-01 00:00:00,2309150001,2023-01-01 00:00:00,2309150001
1106,Tiaret,4,DZ,Algeria,Africa,14,,35.3708689,1.3217852,0,2023-01-01 00:00:00,2309150001,2023-01-01 00:00:00,2309150001
4910,Timimoun,4,DZ,Algeria,Africa,54,,29.678906,0.5004608,0,2023-01-01 00:00:00,2309150001,2023-01-01 00:00:00,2309150001
1120,Tindouf,4,DZ,Algeria,Africa,37,,27.8063119,-5.7299821,0,2023-01-01 00:00:00,2309150001,2023-01-01 00:00:00,2309150001
1115,Tipasa,4,DZ,Algeria,Africa,42,,36.546265,2.1843285,0,2023-01-01 00:00:00,2309150001,2023-01-01 00:00:00,2309150001
1133,Tissemsilt,4,DZ,Algeria,Africa,38,,35.6053781,1.813098,0,2023-01-01 00:00:00,2309150001,2023-01-01 00:00:00,2309150001
1131,Tizi Ouzou,4,DZ,Algeria,Africa,15,,36.706911,4.2333355,0,2023-01-01 00:00:00,2309150001,2023-01-01 00:00:00,2309150001
1107,Tlemcen,4,DZ,Algeria,Africa,13,,34.6780284,-1.366216,0,2023-01-01 00:00:00,2309150001,2023-01-01 00:00:00,2309150001
4911,Touggourt,4,DZ,Algeria,Africa,55,,33.1248476,5.7832715,0,2023-01-01 00:00:00,2309150001,2023-01-01 00:00:00,2309150001
488,Andorra la Vella,6,AD,Andorra,Europe,7,,42.5063174,1.5218355,0,2023-01-01 00:00:00,2309150001,2023-01-01 00:00:00,2309150001
489,Canillo,6,AD,Andorra,Europe,2,,42.5978249,1.6566377,0,2023-01-01 00:00:00,2309150001,2023-01-01 00:00:00,2309150001
487,Encamp,6,AD,Andorra,Europe,3,,42.5359764,1.5836773,0,2023-01-01 00:00:00,2309150001,2023-01-01 00:00:00,2309150001
492,Escaldes-Engordany,6,AD,Andorra,Europe,8,,42.4909379,1.5886966,0,2023-01-01 00:00:00,2309150001,2023-01-01 00:00:00,2309150001
493,La Massana,6,AD,Andorra,Europe,4,,42.545625,1.5147392,0,2023-01-01 00:00:00,2309150001,2023-01-01 00:00:00,2309150001
491,Ordino,6,AD,Andorra,Europe,5,,42.5994433,1.5402327,0,2023-01-01 00:00:00,2309150001,2023-01-01 00:00:00,2309150001
490,Sant JuliÃ  de LÃ²ria,6,AD,Andorra,Europe,6,,42.4529631,1.4918235,0,2023-01-01 00:00:00,2309150001,2023-01-01 00:00:00,2309150001
221,Bengo Province,7,AO,Angola,Africa,BGO,,-9.1042257,13.7289167,0,2023-01-01 00:00:00,2309150001,2023-01-01 00:00:00,2309150001
